"Rank","RO","state_id","state_name","county_name","county_fips","IATA1","ICAO","Name","City.x","City.y","city","S/L","Hub","Latitude","Longitude","CY 18 Enplanements","CY 17 Enplanements","% Change","Altitude","Timezone","timezone","DST","Tz database","Type","Source"
333,"CE","IA","Iowa","Black Hawk",19013,"ALO","KALO","Waterloo Regional Airport","Waterloo","Waterloo","Waterloo","P","N",42.5570983886719,-92.4002990722656,23892,27358,-0.1267,873,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
334,"EA","NY","New York","Jefferson",36045,"ART","KART","Watertown International Airport","Watertown","Watertown","Watertown","P","N",43.9919013977051,-76.0216979980469,23844,22785,0.0465,325,-5,"America/New_York","A","America/New_York","airport","OurAirports"
387,"GL","SD","South Dakota","Codington",46029,"ATY","KATY","Watertown Regional Airport","Watertown","Watertown","Watertown","P","N",44.91400146,-97.15470123,12064,11160,0.081,1749,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
54,"SO","FL","Florida","Palm Beach",12099,"PBI","KPBI","Palm Beach International Airport","West Palm Beach","West Palm Beach","West Palm Beach","P","M",26.6832008361816,-80.0955963134766,3270605,3110450,0.0515,19,-5,"America/New_York","A","America/New_York","airport","OurAirports"
425,"NM","MT","Montana","Gallatin",30031,"WYS","KWYS","Yellowstone Airport","West Yellowstone","West Yellowstone","West Yellowstone","P","N",44.68840027,-111.1179962,8200,8786,-0.0667,6649,-7,"America/Denver","A","America/Denver","airport","OurAirports"
386,"EA","VA","Virginia","Augusta",51015,"SHD","KSHD","Shenandoah Valley Regional Airport","Weyers Cave","Weyers Cave","Weyers Cave","P","N",38.2638015747,-78.8964004517,12179,6605,0.8439,1201,-5,"America/New_York","A","America/New_York","airport","OurAirports"
103,"EA","NY","New York","Westchester",36119,"HPN","KHPN","Westchester County Airport","White Plains","White Plains","White Plains","P","S",41.0670013427734,-73.7076034545898,789283,759334,0.0394,439,-5,"America/New_York","A","America/New_York","airport","OurAirports"
101,"CE","KS","Kansas","Sedgwick",20173,"ICT","KICT","Wichita Eisenhower National Airport","Wichita","Wichita","Wichita","P","S",37.649899,-97.433098,812252,789533,0.0288,1333,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
302,"SW","TX","Texas","Wichita",48485,"SPS","KSPS","Sheppard Air Force Base-Wichita Falls Municipal Airport","Wichita Falls","Wichita Falls","Wichita Falls","P","N",33.9888,-98.491898,38026,38773,-0.0193,1019,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
343,"EA","PA","Pennsylvania","Lycoming",42081,"IPT","KIPT","Williamsport Regional Airport","Williamsport","Williamsport","Williamsport","P","N",41.2417984008789,-76.9210968017578,22547,18323,0.2305,529,-5,"America/New_York","A","America/New_York","airport","OurAirports"
130,"SO","NC","North Carolina","New Hanover",37129,"ILM","KILM","Wilmington International Airport","Wilmington","Wilmington","Wilmington","P","S",34.2705993652344,-77.9026031494141,468816,422553,0.1095,32,-5,"America/New_York","A","America/New_York","airport","OurAirports"
503,"NM","MT","Montana","Roosevelt",30085,"OLF","KOLF","L M Clayton Airport","Wolf Point","Wolf Point","Wolf Point","CS","None",48.0945014954,-105.574996948,3851,3804,0.0124,1986,-7,"America/Denver","A","America/Denver","airport","OurAirports"
257,"NE","MA","Massachusetts","Worcester",25027,"ORH","KORH","Worcester Regional Airport","Worcester","Worcester","Worcester","P","N",42.2672996520996,-71.8757019042969,71631,53931,0.3282,1009,-5,"America/New_York","A","America/New_York","airport","OurAirports"
375,"AL","AK","Alaska","Wrangell",2275,"WRG","PAWG","Wrangell Airport","Wrangell","Wrangell","Wrangell","P","N",56.48429871,-132.3699951,14033,13160,0.0663,49,-9,"America/Sitka","A","America/Anchorage","airport","OurAirports"
259,"NM","WA","Washington","Yakima",53077,"YKM","KYKM","Yakima Air Terminal McAllister Field","Yakima","Yakima","Yakima","P","N",46.56819916,-120.5439987,69510,71547,-0.0285,1099,-8,"America/Los_Angeles","A","America/Los_Angeles","airport","OurAirports"
391,"AL","AK","Alaska","Yakutat",2282,"YAK","PAYA","Yakutat Airport","Yakutat","Yakutat","Yakutat","P","N",59.5032997131,-139.660003662,11800,10886,0.084,33,-9,"America/Yakutat","A","America/Anchorage","airport","OurAirports"
554,"GL","OH","Ohio","Mahoning",39099,"YNG","KYNG","Youngstown Warren Regional Airport","Youngstown","Youngstown","Youngstown","CS","None",41.26070023,-80.67910004,2636,36455,-0.9277,1192,-5,"America/New_York","A","America/New_York","airport","OurAirports"
