"Rank","RO","state_id","state_name","county_name","county_fips","IATA1","ICAO","Name","City.x","City.y","city","S/L","Hub","Latitude","Longitude","CY 18 Enplanements","CY 17 Enplanements","% Change","Altitude","Timezone","timezone","DST","Tz database","Type","Source"
317,"GL","SD","South Dakota","Brown",46013,"ABR","KABR","Aberdeen Regional Airport","Aberdeen","Aberdeen","Aberdeen","P","N",45.4491004943848,-98.4217987060547,28404,27635,0.0278,1302,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
252,"SW","TX","Texas","Taylor",48441,"ABI","KABI","Abilene Regional Airport","Abilene","Abilene","Abilene","P","N",32.4113006592,-99.6819000244,77229,85085,-0.0923,1791,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
561,"AL","AK","Alaska","Bethel",2050,"AKI","PFAK","Akiak Airport","Akiak","Akiak","Akiak","CS","None",60.9029006958,-161.231002808,2525,1966,0.2843,30,-9,"America/Anchorage","A","America/Anchorage","airport","OurAirports"
131,"GL","OH","Ohio","Summit",39153,"CAK","KCAK","Akron Canton Regional Airport","Akron","Akron","Akron","P","N",40.9160995483398,-81.4421997070312,449731,619321,-0.2738,1228,-5,"America/New_York","A","America/New_York","airport","OurAirports"
544,"AL","AK","Alaska","Kusilvak",2158,"AUK","PAUK","Alakanuk Airport","Alakanuk","Alakanuk","Alakanuk","CS","None",62.6800422668,-164.659927368,2837,2733,0.0381,10,-9,"America/Nome","A","America/Anchorage","airport","OurAirports"
436,"NM","CO","Colorado","Alamosa",8003,"ALS","KALS","San Luis Valley Regional Bergman Field","Alamosa","Alamosa","Alamosa","CS","None",37.434898,-105.866997,7125,6494,0.0972,7539,-7,"America/Denver","A","America/Denver","airport","OurAirports"
82,"EA","NY","New York","Albany",36001,"ALB","KALB","Albany International Airport","Albany","Albany","Albany","P","S",42.7482986450195,-73.8016967773438,1440674,1393666,0.0337,285,-5,"America/New_York","A","America/New_York","airport","OurAirports"
297,"SO","GA","Georgia","Dougherty",13095,"ABY","KABY","Southwest Georgia Regional Airport","Albany","Albany","Albany","P","N",31.5354995727539,-84.1945037841797,39422,37920,0.0396,197,-5,"America/New_York","A","America/New_York","airport","OurAirports"
57,"SW","NM","New Mexico","Bernalillo",35001,"ABQ","KABQ","Albuquerque International Sunport","Albuquerque","Albuquerque","Albuquerque","P","M",35.040199,-106.609001,2647269,2412328,0.0974,5355,-7,"America/Denver","A","America/Denver","airport","OurAirports"
91,"SO","TN","Tennessee","Knox",47093,"TYS","KTYS","McGhee Tyson Airport","Alcoa","Knoxville","Knoxville","P","S",35.81100082,-83.9940033,1069565,963752,0.1098,981,-5,"America/New_York","A","America/New_York","airport","OurAirports"
209,"SW","LA","Louisiana","Rapides",22079,"AEX","KAEX","Alexandria International Airport","Alexandria","Alexandria","Alexandria","P","N",31.3274002075195,-92.5497970581055,143173,156145,-0.0831,89,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
145,"EA","PA","Pennsylvania","Lehigh",42077,"ABE","KABE","Lehigh Valley International Airport","Allentown","Allentown","Allentown","P","N",40.652099609375,-75.440803527832,376468,328914,0.1446,393,-5,"America/New_York","A","America/New_York","airport","OurAirports"
540,"CE","NE","Nebraska","Box Butte",31013,"AIA","KAIA","Alliance Municipal Airport","Alliance","Alliance","Alliance","CS","None",42.0531997681,-102.804000854,2921,2460,0.1874,3931,-7,"America/Denver","A","America/Denver","airport","OurAirports"
395,"GL","MI","Michigan","Alpena",26007,"APN","KAPN","Alpena County Regional Airport","Alpena","Alpena","Alpena","P","N",45.0780983,-83.56030273,11614,11317,0.0262,690,-5,"America/Detroit","A","America/New_York","airport","OurAirports"
495,"EA","PA","Pennsylvania","Blair",42013,"AOO","KAOO","Altoona Blair County Airport","Altoona","Altoona","Altoona","CS","None",40.29639816,-78.31999969,4103,3806,0.078,1503,-5,"America/New_York","A","America/New_York","airport","OurAirports"
152,"SW","TX","Texas","Potter",48375,"AMA","KAMA","Rick Husband Amarillo International Airport","Amarillo","Amarillo","Amarillo","P","N",35.219398,-101.706001,355705,334563,0.0632,3607,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
519,"AL","AK","Alaska","North Slope",2185,"AKP","PAKP","Anaktuvuk Pass Airport","Anaktuvuk Pass","Anaktuvuk Pass","Anaktuvuk Pass","CS","None",68.13359833,-151.7429962,3369,3856,-0.1263,2102,-9,"America/Anchorage","A","America/Anchorage","airport","OurAirports"
58,"AL","AK","Alaska","Anchorage",2020,"ANC","PANC","Ted Stevens Anchorage International Airport","Anchorage","Anchorage","Anchorage","P","M",61.1744003295898,-149.996002197266,2642607,2556191,0.0338,152,-9,"America/Anchorage","A","America/Anchorage","airport","OurAirports"
404,"AL","AK","Alaska","Anchorage",2020,"MRI","PAMR","Merrill Field","Anchorage","Anchorage","Anchorage","P","N",61.2135009765625,-149.843994140625,10478,18298,-0.4274,137,-9,"America/Anchorage","A","America/Anchorage","airport","OurAirports"
383,"AL","AK","Alaska","Bethel",2050,"ANI","PANI","Aniak Airport","Aniak","Aniak","Aniak","P","N",61.581600189209,-159.542999267578,12853,12735,0.0093,88,-9,"America/Anchorage","A","America/Anchorage","airport","OurAirports"
156,"GL","WI","Wisconsin","Outagamie",55087,"ATW","KATW","Appleton International Airport","Appleton","Appleton","Appleton","P","N",44.2580986023,-88.5190963745,348026,281552,0.2361,918,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
286,"NM","ID","Idaho","Bannock",16005,"PIH","KPIH","Pocatello Regional Airport","Arbon Valley","Pocatello","Pocatello","P","N",42.9098014831543,-112.596000671387,46303,40188,0.1522,4452,-7,"America/Boise","A","America/Denver","airport","OurAirports"
258,"WP","CA","California","Humboldt",6023,"ACV","KACV","California Redwood Coast-Humboldt County Airport","Arcata","Arcata CA","Arcata","P","N",40.978101,-124.109,69575,65932,0.0553,221,-8,"America/Los_Angeles","A","America/Los_Angeles","airport","OurAirports"
26,"EA","VA","Virginia","Rappahannock",51157,"DCA","KDCA","Ronald Reagan Washington National Airport","Arlington","Washington","Washington","P","L",38.8521,-77.037697,11366771,11506310,-0.0121,15,-5,"America/New_York","A","America/New_York","airport","OurAirports"
118,"SO","NC","North Carolina","Buncombe",37021,"AVL","KAVL","Asheville Regional Airport","Asheville","Asheville","Asheville","P","S",35.4361991882324,-82.5418014526367,573206,478061,0.199,2165,-5,"America/New_York","A","America/New_York","airport","OurAirports"
171,"NM","CO","Colorado","Pitkin",8097,"ASE","KASE","Aspen-Pitkin Co/Sardy Field","Aspen","Aspen","Aspen","P","N",39.22320175,-106.8690033,285448,244808,0.166,7820,-7,"America/Denver","A","America/Denver","airport","OurAirports"
1,"SO","GA","Georgia","Fulton",13121,"ATL","KATL","Hartsfield Jackson Atlanta International Airport","Atlanta","Atlanta","Atlanta","P","L",33.6367,-84.428101,51865797,50251964,0.0321,1026,-5,"America/New_York","A","America/New_York","airport","OurAirports"
119,"EA","NJ","New Jersey","Atlantic",34001,"ACY","KACY","Atlantic City International Airport","Atlantic City","Atlantic City","Atlantic City","P","S",39.4575996398926,-74.5772018432617,568958,552690,0.0294,75,-5,"America/New_York","A","America/New_York","airport","OurAirports"
465,"NE","ME","Maine","Kennebec",23011,"AUG","KAUG","Augusta State Airport","Augusta","Augusta","Augusta","CS","None",44.3205986023,-69.7973022461,5530,5435,0.0175,352,-5,"America/New_York","A","America/New_York","airport","OurAirports"
33,"SW","TX","Texas","Travis",48453,"AUS","KAUS","Austin Bergstrom International Airport","Austin","Austin","Austin","P","M",30.1944999694824,-97.6698989868164,7714479,6813171,0.1323,542,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
173,"EA","PA","Pennsylvania","Lackawanna",42069,"AVP","KAVP","Wilkes Barre Scranton International Airport","Avoca","Scranton","Scranton","P","N",41.3385009766,-75.7233963013,258628,261572,-0.0113,962,-5,"America/New_York","A","America/New_York","airport","OurAirports"
231,"WP","CA","California","Kern",6029,"BFL","KBFL","Meadows Field","Bakersfield","Bakersfield","Bakersfield","P","N",35.43360138,-119.0569992,105104,99472,0.0566,510,-8,"America/Los_Angeles","A","America/Los_Angeles","airport","OurAirports"
158,"NE","ME","Maine","Penobscot",23019,"BGR","KBGR","Bangor International Airport","Bangor","Bangor","Bangor","P","N",44.8073997497559,-68.8281021118164,336410,302224,0.1131,192,-5,"America/New_York","A","America/New_York","airport","OurAirports"
142,"SW","LA","Louisiana","East Baton Rouge",22033,"BTR","KBTR","Baton Rouge Metropolitan Airport","Baton Rouge","Baton Rouge","Baton Rouge","P","N",30.533199,-91.149597,390107,377670,0.0329,70,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
319,"SW","TX","Texas","Jefferson",48245,"BPT","KBPT","Southeast Texas Regional Airport","Beaumont","Beaumont","Beaumont","P","N",29.9507999420166,-94.0206985473633,27694,23767,0.1652,15,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
204,"GL","IL","Illinois","St. Clair",17163,"BLV","KBLV","Scott AFB/Midamerica Airport","Belleville","Belleville","Belleville","P","N",38.5452,-89.835197,152278,123841,0.2296,459,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
147,"NM","WA","Washington","Whatcom",53073,"BLI","KBLI","Bellingham International Airport","Bellingham","Bellingham","Bellingham","P","N",48.7928009033203,-122.53800201416,368186,370022,-0.005,170,-8,"America/Los_Angeles","A","America/Los_Angeles","airport","OurAirports"
313,"GL","MN","Minnesota","Beltrami",27007,"BJI","KBJI","Bemidji Regional Airport","Bemidji","Bemidji","Bemidji","P","N",47.50939941,-94.93370056,30081,29038,0.0359,1391,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
106,"SW","AR","Arkansas","Benton",5007,"XNA","KXNA","Northwest Arkansas Regional Airport","Bentonville","Bentonville","Bentonville","P","S",36.281898,-94.306801,759127,698257,0.0872,1287,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
198,"AL","AK","Alaska","Bethel",2050,"BET","PABE","Bethel Airport","Bethel","Bethel","Bethel","P","N",60.77980042,-161.8379974,160110,146652,0.0918,126,-9,"America/Anchorage","A","America/Anchorage","airport","OurAirports"
134,"NM","MT","Montana","Yellowstone",30111,"BIL","KBIL","Billings Logan International Airport","Billings","Billings","Billings","P","N",45.8077011108398,-108.542999267578,440263,415093,0.0606,3652,-7,"America/Denver","A","America/Denver","airport","OurAirports"
305,"EA","NY","New York","Broome",36007,"BGM","KBGM","Greater Binghamton/Edwin A Link field","Binghamton","Binghamton","Binghamton","P","N",42.20869827,-75.97979736,36382,33425,0.0885,1636,-5,"America/New_York","A","America/New_York","airport","OurAirports"
81,"SO","AL","Alabama","Jefferson",1073,"BHM","KBHM","Birmingham-Shuttlesworth International Airport","Birmingham","Birmingham","Birmingham","P","S",33.56290054,-86.75350189,1457562,1333967,0.0927,650,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
172,"GL","ND","North Dakota","Burleigh",38015,"BIS","KBIS","Bismarck Municipal Airport","Bismarck","Bismarck","Bismarck","P","N",46.7727012634277,-100.746002197266,285198,275098,0.0367,1661,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
192,"GL","IL","Illinois","McLean",17113,"BMI","KBMI","Central Illinois Regional Airport at Bloomington-Normal","Bloomington-Normal Airport","Bloomington","Bloomington","P","N",40.47710037,-88.91590118,178057,163475,0.0892,871,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
68,"NM","ID","Idaho","Ada",16001,"BOI","KBOI","Boise Air Terminal/Gowen Field","Boise","Boise","Boise","P","S",43.5644,-116.223,1943181,1777642,0.0931,2871,-7,"America/Boise","A","America/Denver","airport","OurAirports"
16,"NE","MA","Massachusetts","Suffolk",25025,"BOS","KBOS","General Edward Lawrence Logan International Airport","Boston","Boston","Boston","P","L",42.36429977,-71.00520325,20006521,18759742,0.0665,20,-5,"America/New_York","A","America/New_York","airport","OurAirports"
185,"WP","NV","Nevada","Clark",32003,"WBU","KBDU","Boulder Municipal Airport","Boulder City","Boulder City","Boulder City","P","N",40.0393981934,-105.225997925,205690,220980,-0.0692,5288,-7,"America/Los_Angeles","A","America/Denver","airport","OurAirports"
109,"NM","MT","Montana","Gallatin",30031,"BZN","KBZN","Gallatin Field","Bozeman","Bozeman","Bozeman","P","S",45.77750015,-111.1529999,670295,598712,0.1196,4473,-7,"America/Denver","A","America/Denver","airport","OurAirports"
494,"EA","PA","Pennsylvania","McKean",42083,"BFD","KBFD","Bradford Regional Airport","Bradford","Bradford","Bradford","CS","None",41.8031005859375,-78.6400985717773,4191,3897,0.0754,2143,-5,"America/New_York","A","America/New_York","airport","OurAirports"
345,"GL","MN","Minnesota","Crow Wing",27035,"BRD","KBRD","Brainerd Lakes Regional Airport","Brainerd","Brainerd","Brainerd","P","N",46.39830017,-94.13809967,22233,21383,0.0398,1232,-6,"America/Chicago","U","America/Chicago","airport","OurAirports"
555,"AL","AK","Alaska","Nome",2180,"KTS","PFKT","Brevig Mission Airport","Brevig Mission","Brevig Mission","Brevig Mission","CS","None",65.3312988281,-166.466003418,2626,2413,0.0883,38,-9,"America/Nome","A","America/Anchorage","airport","OurAirports"
224,"SW","TX","Texas","Cameron",48061,"BRO","KBRO","Brownsville South Padre Island International Airport","Brownsville","Brownsville","Brownsville","P","N",25.9067993164062,-97.4259033203125,115711,116197,-0.0042,22,-6,"America/Matamoros","A","America/Chicago","airport","OurAirports"
295,"SO","GA","Georgia","Glynn",13127,"BQK","KBQK","Brunswick Golden Isles Airport","Brunswick","Brunswick","Brunswick","P","N",31.2588005065918,-81.4664993286133,40443,36433,0.1101,26,-5,"America/New_York","A","America/New_York","airport","OurAirports"
59,"EA","NY","New York","Erie",36029,"BUF","KBUF","Buffalo Niagara International Airport","Buffalo","Buffalo","Buffalo","P","M",42.94049835,-78.73220062,2523158,2348512,0.0744,728,-5,"America/New_York","A","America/New_York","airport","OurAirports"
56,"WP","CA","California","Los Angeles",6037,"BUR","KBUR","Bob Hope Airport","Burbank","Burbank","Burbank","P","M",34.2006988525391,-118.359001159668,2680240,2402106,0.1158,778,-8,"America/Los_Angeles","A","America/Los_Angeles","airport","OurAirports"
110,"NE","VT","Vermont","Chittenden",50007,"BTV","KBTV","Burlington International Airport","Burlington","Burlington","Burlington","P","S",44.4719009399,-73.1532974243,658879,578014,0.1399,335,-5,"America/New_York","A","America/New_York","airport","OurAirports"
421,"CE","IA","Iowa","Des Moines",19057,"BRL","KBRL","Southeast Iowa Regional Airport","Burlington","Burlington","Burlington","CS","None",40.7831993103027,-91.1255035400391,8513,7759,0.0972,698,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
323,"NM","MT","Montana","Silver Bow",30093,"BTM","KBTM","Bert Mooney Airport","Butte","Butte","Butte","P","N",45.9547996520996,-112.497001647949,25803,27703,-0.0686,5550,-7,"America/Denver","A","America/Denver","airport","OurAirports"
473,"SW","NM","New Mexico","Eddy",35015,"CNM","KCNM","Cavern City Air Terminal","Carlsbad","Carlsbad","Carlsbad","CS","None",32.3375015258789,-104.263000488281,5124,3972,0.29,3295,-7,"America/Denver","A","America/Denver","airport","OurAirports"
245,"NM","WY","Wyoming","Natrona",56025,"CPR","KCPR","Casper-Natrona County International Airport","Casper","Casper","Casper","P","N",42.908001,-106.463997,86905,96843,-0.1026,5350,-7,"America/Denver","A","America/Denver","airport","OurAirports"
369,"NM","UT","Utah","Iron",49021,"CDC","KCDC","Cedar City Regional Airport","Cedar City","Cedar City","Cedar City","P","N",37.701000213623,-113.098999023438,15835,15588,0.0158,5622,-7,"America/Denver","A","America/Denver","airport","OurAirports"
114,"CE","IA","Iowa","Linn",19113,"CID","KCID","The Eastern Iowa Airport","Cedar Rapids","Cedar Rapids","Cedar Rapids","P","S",41.8847007751465,-91.7108001708984,602058,574636,0.0477,869,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
471,"CE","NE","Nebraska","Dawes",31045,"CDR","KCDR","Chadron Municipal Airport","Chadron","Chadron","Chadron","CS","None",42.837600708,-103.095001221,5218,5532,-0.0568,3297,-7,"America/Denver","A","America/Denver","airport","OurAirports"
63,"SO","SC","South Carolina","Charleston",45019,"CHS","KCHS","Charleston Air Force Base-International Airport","Charleston","Charleston","Charleston","P","S",32.89860153,-80.04049683,2192893,1945699,0.127,46,-5,"America/New_York","A","America/New_York","airport","OurAirports"
183,"EA","WV","West Virginia","Kanawha",54039,"CRW","KCRW","Yeager Airport","Charleston","Charleston","Charleston","P","N",38.3731002807617,-81.5932006835938,216873,202778,0.0695,981,-5,"America/New_York","A","America/New_York","airport","OurAirports"
12,"SO","NC","North Carolina","Mecklenburg",37119,"CLT","KCLT","Charlotte Douglas International Airport","Charlotte","Charlotte","Charlotte","P","L",35.2140007019043,-80.9430999755859,22281949,22011251,0.0123,748,-5,"America/New_York","A","America/New_York","airport","OurAirports"
155,"EA","VA","Virginia","Charlottesville",51540,"CHO","KCHO","Charlottesville Albemarle Airport","Charlottesville-Albemarle Airport","Charlottesville VA","Charlottesville","P","N",38.138599395752,-78.4529037475586,352816,334347,0.0552,639,-5,"America/New_York","A","America/New_York","airport","OurAirports"
126,"SO","TN","Tennessee","Hamilton",47065,"CHA","KCHA","Lovell Field","Chattanooga","Chattanooga","Chattanooga","P","S",35.0353012084961,-85.2037963867188,504833,482113,0.0471,683,-5,"America/New_York","A","America/New_York","airport","OurAirports"
456,"AL","AK","Alaska","Kusilvak",2158,"VAK","PAVA","Chevak Airport","Chevak","Chevak","Chevak","CS","None",61.5409,-165.6005,5891,5243,0.1236,75,-9,"America/Nome","A","America/Anchorage","airport","OurAirports"
529,"NM","WY","Wyoming","Laramie",56021,"CYS","KCYS","Cheyenne Regional Jerry Olson Field","Cheyenne","Cheyenne","Cheyenne","CS","None",41.15570068,-104.8119965,3234,1894,0.7075,6159,-7,"America/Denver","A","America/Denver","airport","OurAirports"
3,"GL","IL","Illinois","Cook",17031,"ORD","KORD","Chicago O'Hare International Airport","Chicago","Chicago","Chicago","P","L",41.9786,-87.9048,39873927,38593028,0.0332,672,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
27,"GL","IL","Illinois","Cook",17031,"MDW","KMDW","Chicago Midway International Airport","Chicago","Chicago","Chicago","P","L",41.785999,-87.752403,10678018,10912074,-0.0214,620,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
304,"EA","WV","West Virginia","Harrison",54033,"CKB","KCKB","North Central West Virginia Airport","Clarksburg","Clarksburg","Clarksburg","P","N",39.2966003418,-80.2281036377,36917,25105,0.4705,1217,-5,"America/New_York","A","America/New_York","airport","OurAirports"
90,"SO","FL","Florida","Pinellas",12103,"PIE","KPIE","St Petersburg Clearwater International Airport","Clearwater","St. Petersburg","St. Petersburg","P","S",27.91020012,-82.68740082,1115886,1023471,0.0903,11,-5,"America/New_York","A","America/New_York","airport","OurAirports"
44,"GL","OH","Ohio","Cuyahoga",39035,"CLE","KCLE","Cleveland Hopkins International Airport","Cleveland","Cleveland","Cleveland","P","M",41.4117012024,-81.8498001099,4701713,4446555,0.0574,791,-5,"America/New_York","A","America/New_York","airport","OurAirports"
190,"GL","MI","Michigan","Ingham",26065,"LAN","KLAN","Capital City Airport","Clinton (Township of)","Lansing","Lansing","P","N",42.7787017822266,-84.58740234375,184018,196617,-0.0641,861,-5,"America/Detroit","A","America/New_York","airport","OurAirports"
478,"SW","NM","New Mexico","Curry",35009,"CVN","KCVN","Clovis Municipal Airport","Clovis","Clovis","Clovis","CS","None",34.4250984192,-103.07900238,4750,5053,-0.06,4216,-7,"America/Denver","A","America/Denver","airport","OurAirports"
298,"NM","WY","Wyoming","Park",56029,"COD","KCOD","Yellowstone Regional Airport","Cody","Cody","Cody","P","N",44.520198822,-109.024002075,39407,39578,-0.0043,5102,-7,"America/Denver","A","America/Denver","airport","OurAirports"
438,"AL","AK","Alaska","Aleutians East",2013,"CDB","PACD","Cold Bay Airport","Cold Bay","Cold Bay","Cold Bay","CS","None",55.2061004638672,-162.725006103516,7042,7338,-0.0403,96,-9,"America/Nome","A","America/Anchorage","airport","OurAirports"
251,"SW","TX","Texas","Brazos",48041,"CLL","KCLL","Easterwood Field","College Station","College Station","College Station","P","N",30.58860016,-96.36380005,79309,73430,0.0801,320,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
100,"NM","CO","Colorado","El Paso",8041,"COS","KCOS","City of Colorado Springs Municipal Airport","Colorado Springs","Colorado Springs","Colorado Springs","P","S",38.805801,-104.700996,845742,815839,0.0367,6187,-7,"America/Denver","A","America/Denver","airport","OurAirports"
121,"SO","SC","South Carolina","Richland",45079,"CAE","KCAE","Columbia Metropolitan Airport","Columbia","Columbia","Columbia","P","S",33.9388008117676,-81.119499206543,566660,510188,0.1107,236,-5,"America/New_York","A","America/New_York","airport","OurAirports"
220,"CE","MO","Missouri","Boone",29019,"COU","KCOU","Columbia Regional Airport","Columbia","Columbia","Columbia","P","N",38.8180999755859,-92.219596862793,120235,88650,0.3563,889,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
50,"GL","OH","Ohio","Franklin",39049,"CMH","KCMH","John Glenn Columbus International Airport","Columbus","Columbus","Columbus","P","M",39.998001,-82.891899,3976620,3689570,0.0778,815,-5,"America/New_York","A","America/New_York","airport","OurAirports"
199,"GL","OH","Ohio","Franklin",39049,"LCK","KLCK","Rickenbacker International Airport","Columbus","Columbus","Columbus","P","N",39.813801,-82.927803,154475,133649,0.1558,744,-5,"America/New_York","A","America/New_York","airport","OurAirports"
279,"SO","GA","Georgia","Muscogee",13215,"CSG","KCSG","Columbus Metropolitan Airport","Columbus","Columbus","Columbus","P","N",32.516300201416,-84.9389038085938,49354,49773,-0.0084,397,-5,"America/New_York","A","America/New_York","airport","OurAirports"
381,"WP","CA","California","Contra Costa",6013,"CCR","KCCR","Buchanan Field","Concord","Concord","Concord","P","N",37.9897003174,-122.056999207,13077,14517,-0.0992,26,-8,"America/Los_Angeles","A","America/Los_Angeles","airport","OurAirports"
358,"AL","AK","Alaska","Valdez-Cordova",2261,"CDV","PACV","Merle K (Mudhole) Smith Airport","Cordova","Cordova","Cordova","P","N",60.4917984,-145.4779968,17654,18280,-0.0342,54,-9,"America/Anchorage","A","America/Anchorage","airport","OurAirports"
159,"SW","TX","Texas","Nueces",48355,"CRP","KCRP","Corpus Christi International Airport","Corpus Christi","Corpus Christi","Corpus Christi","P","N",27.7703990936279,-97.5011978149414,332499,320263,0.0382,44,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
426,"NM","CO","Colorado","Montezuma",8083,"CEZ","KCEZ","Cortez Municipal Airport","Cortez","Cortez","Cortez","CS","None",37.3030014038,-108.627998352,8045,7890,0.0196,5918,-7,"America/Denver","A","America/Denver","airport","OurAirports"
455,"WP","CA","California","Del Norte",6015,"CEC","KCEC","Jack Mc Namara Field Airport","Crescent City","Crescent City","Crescent City","CS","None",41.78020096,-124.2369995,5907,6802,-0.1316,61,-8,"America/Los_Angeles","A","America/Los_Angeles","airport","OurAirports"
32,"SW","TX","Texas","Dallas",48113,"DAL","KDAL","Dallas Love Field","Dallas","Dallas","Dallas","P","M",32.847099,-96.851799,8011221,7593361,0.055,487,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
98,"GL","OH","Ohio","Montgomery",39113,"DAY","KDAY","James M Cox Dayton International Airport","Dayton","Dayton","Dayton","P","S",39.902400970459,-84.2193984985352,858022,935373,-0.0827,1009,-5,"America/New_York","A","America/New_York","airport","OurAirports"
148,"SO","FL","Florida","Volusia",12127,"DAB","KDAB","Daytona Beach International Airport","Daytona Beach","Daytona Beach","Daytona Beach","P","N",29.179899,-81.058098,366967,346470,0.0592,34,-5,"America/New_York","A","America/New_York","airport","OurAirports"
416,"GL","IL","Illinois","Macon",17115,"DEC","KDEC","Decatur Airport","Decatur","Decatur","Decatur","CS","None",39.8345985412598,-88.8656997680664,9519,8324,0.1436,682,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
548,"SW","TX","Texas","Val Verde",48465,"DRT","KDRT","Del Rio International Airport","Del Rio","Del Rio","Del Rio","CS","None",29.3742008209,-100.927001953,2712,807,2.3606,1002,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
5,"NM","CO","Colorado","Denver",8031,"DEN","KDEN","Denver International Airport","Denver","Denver","Denver","P","L",39.861698150635,-104.672996521,31362941,29809097,0.0521,5431,-7,"America/Denver","A","America/Denver","airport","OurAirports"
84,"CE","IA","Iowa","Polk",19153,"DSM","KDSM","Des Moines International Airport","Des Moines","Des Moines","Des Moines","P","S",41.5340003967285,-93.6631011962891,1347876,1257521,0.0719,958,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
19,"GL","MI","Michigan","Wayne",26163,"DTW","KDTW","Detroit Metropolitan Wayne County Airport","Detroit","Detroit","Detroit","P","L",42.2123985290527,-83.353401184082,17436837,17036092,0.0235,645,-5,"America/Detroit","A","America/New_York","airport","OurAirports"
499,"GL","MI","Michigan","Wayne",26163,"YIP","KYIP","Willow Run Airport","Detroit","Detroit","Detroit","CS","None",42.23789978,-83.53040314,3987,2938,0.357,716,-5,"America/Detroit","A","America/New_York","airport","OurAirports"
443,"GL","ND","North Dakota","Ramsey",38071,"DVL","KDVL","Devils Lake Regional Airport","Devils Lake","Devils Lake","Devils Lake","CS","None",48.11420059,-98.90879822,6628,7767,-0.1466,1456,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
342,"GL","ND","North Dakota","Stark",38089,"DIK","KDIK","Dickinson Theodore Roosevelt Regional Airport","Dickinson","Dickinson","Dickinson","P","N",46.7974014282,-102.802001953,22595,18963,0.1915,2592,-7,"America/Denver","A","America/Denver","airport","OurAirports"
309,"AL","AK","Alaska","Dillingham",2070,"DLG","PADL","Dillingham Airport","Dillingham","Dillingham","Dillingham","P","N",59.04470062,-158.5050049,34496,28895,0.1938,81,-9,"America/Anchorage","A","America/Anchorage","airport","OurAirports"
504,"CE","KS","Kansas","Ford",20057,"DDC","KDDC","Dodge City Regional Airport","Dodge City","Dodge City","Dodge City","CS","None",37.7634010314941,-99.9655990600586,3831,1003,2.8195,2594,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
274,"SO","AL","Alabama","Houston",1069,"DHN","KDHN","Dothan Regional Airport","Dothan","Dothan","Dothan","P","N",31.3213005065918,-85.4496002197266,52855,47304,0.1173,401,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
300,"CE","IA","Iowa","Dubuque",19061,"DBQ","KDBQ","Dubuque Regional Airport","Dubuque","Dubuque IA","Dubuque","P","N",42.40200043,-90.70950317,38831,40324,-0.037,1077,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
25,"EA","VA","Virginia","Rappahannock",51157,"IAD","KIAD","Washington Dulles International Airport","Dulles","Washington","Washington","P","L",38.94449997,-77.45580292,11621623,11024306,0.0542,312,-5,"America/New_York","A","America/New_York","airport","OurAirports"
211,"GL","MN","Minnesota","St. Louis",27137,"DLH","KDLH","Duluth International Airport","Duluth","Duluth","Duluth","P","N",46.8420982361,-92.1936035156,136806,122726,0.1147,1428,-6,"America/Chicago","A","America/Chicago","airport","OurAirports"
188,"NM","CO","Colorado","La Plata",8067,"DRO","KDRO","Durango La Plata County Airport","Durango","Durango","Durango","P","N",37.1515007019,-107.753997803,189225,186917,0.0123,6685,-7,"America/Denver","A","America/Denver","airport","OurAirports"
195,"NM","CO","Colorado","Eagle",8037,"EGE","KEGE","Eagle County Regional Airport","Eagle","Vail","Vail","P","N",39.64260101,-106.9179993,173863,154577,0.1248,6548,-7,"America/Denver","A","America/Denver","airport","OurAirports"
