Rank,RO,ST,Locid,city,Airport Name,S/L,Hub,CY 18 Enplanements,CY 17 Enplanements,% Change
316,SO,PR,VQS,Vieques,Antonio Rivera Rodriguez,P,N,"29,022","50,510",-42.54%
346,SO,PR,RVR,Ceiba,Jose Aponte De La Torre,P,N,"21,870","32,299",-32.29%
371,SO,PR,CPX,Culebra,Benjamin Rivera Noriega,P,N,"14,612","26,556",-44.98%
373,SO,PR,SIG,San Juan,Fernando Luis Ribas Dominicci,P,N,"14,106","18,361",-23.17%
439,SO,PR,MAZ,Mayaguez,Eugenio Maria De Hostos,CS,None,"6,838","6,255",9.32%
1812,SO,PR,ABO,Arecibo,Antonio/Nery/Juarbe Pol,GA,None,1,0,0.00%
64,NE,RI,PVD,Warwick,Theodore Francis Green State,P,S,"2,117,409","1,940,806",9.10%
357,NE,RI,WST,Westerly,Westerly State,P,N,"17,694","17,021",3.95%
366,NE,RI,BID,Block Island,Block Island State,P,N,"16,809","15,497",8.47%
734,NE,RI,OQU,North Kingstown,Quonset State,GA,None,449,455,-1.32%
931,NE,RI,SFZ,Pawtucket,North Central State,GA,None,89,10,790.00%
934,NE,RI,UUU,Newport,Newport State,GA,None,88,72,22.22%
63,SO,SC,CHS,Charleston,Charleston AFB/International,P,S,"2,192,893","1,945,699",12.70%
86,SO,SC,MYR,Myrtle Beach,Myrtle Beach International,P,S,"1,254,307","1,131,959",10.81%
89,SO,SC,GSP,Greer,Greenville Spartanburg International,P,S,"1,133,012","1,051,089",7.79%
121,SO,SC,CAE,Columbia,Columbia Metropolitan,P,S,"566,660","510,188",11.07%
290,SO,SC,FLO,Florence,Florence Regional,P,N,"44,333","42,058",5.41%
306,SO,SC,HXD,Hilton Head Island,Hilton Head,P,N,"36,308","26,220",38.47%
654,SO,SC,SSC,Sumter,Shaw AFB,GA,None,"1,047","1,616",-35.21%
712,SO,SC,JZI,Charleston,Charleston Executive,GA,None,554,42,1219.05%
732,SO,SC,ARW,Beaufort,Beaufort County,GA,None,461,151,205.30%
777,SO,SC,MMT,Eastover,Mc Entire Jngb,GA,None,264,0,0.00%
778,SO,SC,NBC,Beaufort,Beaufort MCAS /Merritt Field/,GA,None,264,852,-69.01%
799,SO,SC,AND,Anderson,Anderson Regional,GA,None,230,169,36.09%
884,SO,SC,GMU,Greenville,Greenville Downtown,GA,None,116,6,1833.33%
892,SO,SC,RBW,Walterboro,Lowcountry Regional,GA,None,112,30,273.33%
899,SO,SC,AIK,Aiken,Aiken Regional,GA,None,107,58,84.48%
917,SO,SC,GGE,Georgetown,Georgetown County,GA,None,99,0,0.00%
927,SO,SC,CEU,Seneca,Oconee County Regional,GA,None,91,93,-2.15%
941,SO,SC,CRE,North Myrtle Beach,Grand Strand,GA,None,84,80,5.00%
990,SO,SC,GYH,Greenville,Donaldson Field,GA,None,67,8,737.50%
1043,SO,SC,SPA,Spartanburg,Spartanburg Downtown Memorial/Simpson Field,GA,None,52,14,271.43%
1122,SO,SC,LQK,Pickens,Pickens County,GA,None,37,0,0.00%
1260,SO,SC,EOE,Newberry,Newberry County,GA,None,21,0,0.00%
1350,SO,SC,SMS,Sumter,Sumter,GA,None,15,0,0.00%
1352,SO,SC,UZA,Rock Hill,Rock Hill/York County/Bryant Field,GA,None,15,8,87.50%
1428,SO,SC,GRD,Greenwood,Greenwood County,GA,None,10,0,0.00%
1528,SO,SC,CUB,Columbia,Jim Hamilton L B Owens,GA,None,6,6,0.00%
1529,SO,SC,DCM,Chester,Chester Catawba Regional,GA,None,6,0,0.00%
1538,SO,SC,HVS,Hartsville,Hartsville Regional,GA,None,6,0,0.00%
1615,SO,SC,CDN,Camden,Woodward Field,GA,None,4,0,0.00%
1642,SO,SC,OGB,Orangeburg,Orangeburg Municipal,GA,None,4,2,100.00%
1761,SO,SC,HYW,Conway,Conway-Horry County,GA,None,2,0,0.00%
123,GL,SD,FSD,Sioux Falls,Joe Foss Field,P,S,"529,895","540,877",-2.03%
164,GL,SD,RAP,Rapid City,Rapid City Regional,P,N,"303,471","286,567",5.90%
312,GL,SD,PIR,Pierre,Pierre Regional,P,N,"30,124","32,822",-8.22%
317,GL,SD,ABR,Aberdeen,Aberdeen Regional,P,N,"28,404","27,635",2.78%
387,GL,SD,ATY,Watertown,Watertown Regional,P,N,"12,064","11,160",8.10%
727,GL,SD,RCA,Rapid City,Ellsworth AFB,GA,None,473,616,-23.21%
1058,GL,SD,HON,Huron,Huron Regional,GA,None,49,28,75.00%
1128,GL,SD,MHE,Mitchell,Mitchell Municipal,GA,None,36,27,33.33%
1186,GL,SD,ICR,Winner,Winner Regional,GA,None,27,30,-10.00%
1216,GL,SD,SPF,Spearfish,Black Hills-Clyde Ice Field,GA,None,25,4,525.00%
1271,GL,SD,BKX,Brookings,Brookings Regional,GA,None,20,21,-4.76%
1353,GL,SD,YKN,Yankton,Chan Gurney Municipal,GA,None,15,35,-57.14%
1395,GL,SD,MBG,Mobridge,Mobridge Municipal,GA,None,12,0,0.00%
31,SO,TN,BNA,Nashville,Nashville International,P,M,"8,017,347","6,902,771",16.15%
62,SO,TN,MEM,Memphis,Memphis International,P,S,"2,213,083","2,102,739",5.25%
91,SO,TN,TYS,Alcoa,McGhee Tyson,P,S,"1,069,565","963,752",10.98%
126,SO,TN,CHA,Chattanooga,Lovell Field,P,S,"504,833","482,113",4.71%
186,SO,TN,TRI,Bristol/Johnson/Kingsport,Tri-Cities,P,N,"200,086","193,068",3.63%
460,SO,TN,MKL,Jackson,McKellar-Sipes Regional,CS,None,"5,706","4,007",42.40%
502,SO,TN,MQY,Smyrna,Smyrna,GA,None,"3,868","3,516",10.01%
785,SO,TN,JWN,Nashville,John C Tune,GA,None,250,11,2172.73%
902,SO,TN,GKT,Sevierville,Gatlinburg-Pigeon Forge,GA,None,106,0,0.00%
968,SO,TN,RZR,Cleveland,Cleveland Regional Jetport,GA,None,74,89,-16.85%
1054,SO,TN,SRB,Sparta,Upper Cumberland Regional,GA,None,50,0,0.00%
1079,SO,TN,UCY,Union City,Everett-Stewart Regional,GA,None,45,0,0.00%
1148,SO,TN,XNX,Gallatin,Sumner County Regional,GA,None,34,0,0.00%
1284,SO,TN,BGF,Winchester,Winchester Municipal,GA,None,19,0,0.00%
1307,SO,TN,MOR,Morristown,Moore-Murrell,GA,None,18,0,0.00%
1319,SO,TN,0A9,Elizabethton,Elizabethton Municipal,GA,None,16,1,1500.00%
1372,SO,TN,1M5,Portland,Portland Municipal,GA,None,13,16,-18.75%
1479,SO,TN,MBT,Murfreesboro,Murfreesboro Municipal,GA,None,8,0,0.00%
1508,SO,TN,MRC,Columbia/Mount Pleasant,Maury County,GA,None,7,0,0.00%
1518,SO,TN,THA,Tullahoma,Tullahoma Regional Airport/Wm Northern Field,GA,None,7,5,40.00%
1526,SO,TN,CKV,Clarksville,Outlaw Field,GA,None,6,9,-33.33%
1554,SO,TN,SNH,Savannah,Savannah-Hardin County,GA,None,6,0,0.00%
1568,SO,TN,CSV,Crossville,Crossville Memorial-Whitson Field,GA,None,5,0,0.00%
1587,SO,TN,NQA,Millington,Millington-Memphis,GA,None,5,0,0.00%
1592,SO,TN,RKW,Ridgewood,Rockwood Municipal,GA,None,5,0,0.00%
1597,SO,TN,SYI,Shelbyville,Bomar Field-Shelbyville Municipal,GA,None,5,0,0.00%
1640,SO,TN,MMI,Athens,McMinn County,GA,None,4,26,-84.62%
1689,SO,TN,GCY,Greeneville,Greeneville-Greene County Municipal,GA,None,3,0,0.00%
1730,SO,TN,6A4,Mountain City,Johnson County,GA,None,2,0,0.00%
4,SW,TX,DFW,Fort Worth,Dallas-Fort Worth International,P,L,"32,821,799","31,816,933",3.16%
14,SW,TX,IAH,Houston,George Bush Intercontinental/Houston,P,L,"21,157,398","19,603,731",7.93%
32,SW,TX,DAL,Dallas,Dallas Love Field,P,M,"8,011,221","7,593,361",5.50%
33,SW,TX,AUS,Austin,Austin-Bergstrom International,P,M,"7,714,479","6,813,171",13.23%
35,SW,TX,HOU,Houston,William P Hobby,P,M,"7,053,886","6,538,976",7.87%
43,SW,TX,SAT,San Antonio,San Antonio International,P,M,"4,844,427","4,382,127",10.55%
78,SW,TX,ELP,El Paso,El Paso International,P,S,"1,605,486","1,450,115",10.71%
113,SW,TX,MAF,Midland,Midland International Air And Space Port,P,S,"618,794","516,983",19.69%
129,SW,TX,LBB,Lubbock,Lubbock Preston Smith International,P,S,"484,010","460,236",5.17%
152,SW,TX,AMA,Amarillo,Rick Husband Amarillo International,P,N,"355,705","334,563",6.32%
157,SW,TX,MFE,McAllen,McAllen Miller International,P,N,"347,440","336,431",3.27%
159,SW,TX,CRP,Corpus Christi,Corpus Christi International,P,N,"332,499","320,263",3.82%
165,SW,TX,HRL,Harlingen,Valley International,P,N,"302,236","273,070",10.68%
200,SW,TX,GRK,Killeen,Robert Gray AAF,P,N,"154,328","154,951",-0.40%
224,SW,TX,BRO,Brownsville,Brownsville/South Padre Island International,P,N,"115,711","116,197",-0.42%
237,SW,TX,LRD,Laredo,Laredo International,P,N,"95,858","91,462",4.81%
251,SW,TX,CLL,College Station,Easterwood Field,P,N,"79,309","73,430",8.01%
252,SW,TX,ABI,Abilene,Abilene Regional,P,N,"77,229","85,085",-9.23%
269,SW,TX,ACT,Waco,Waco Regional,P,N,"57,344","58,888",-2.62%
272,SW,TX,SJT,San Angelo,San Angelo Regional/Mathis Field,P,N,"55,301","59,206",-6.60%
280,SW,TX,TYR,Tyler,Tyler Pounds Regional,P,N,"48,532","49,653",-2.26%
302,SW,TX,SPS,Wichita Falls,Sheppard AFB/Wichita Falls Municipal,P,N,"38,026","38,773",-1.93%
319,SW,TX,BPT,Beaumont,Jack Brooks Regional,P,N,"27,694","23,767",16.52%
328,SW,TX,GGG,Longview,East Texas Regional,P,N,"24,588","19,261",27.66%
310,SW,TX,BIF,Fort Bliss/El Paso/,Biggs AAF (Fort Bliss),GA,None,"32,438","33,184",-2.25%
487,SW,TX,FTW,Fort Worth,Fort Worth Meacham International,GA,None,"4,348","1,766",146.21%
546,SW,TX,VCT,Victoria,Victoria Regional,CS,None,"2,761","2,418",14.19%
548,SW,TX,DRT,Del Rio,Del Rio International,CS,None,"2,712",807,236.06%
610,SW,TX,AFW,Fort Worth,Fort Worth Alliance,GA,None,"1,690","2,260",-25.22%
664,SW,TX,ADS,Dallas,Addison,GA,None,898,66,1260.61%
666,SW,TX,SGR,Houston,Sugar Land Regional,GA,None,893,96,830.21%
694,SW,TX,DYS,Abilene,Dyess AFB,GA,None,664,371,78.98%
729,SW,TX,DWH,Houston,David Wayne Hooks Memorial,GA,None,469,609,-22.99%
776,SW,TX,NFW,Fort Worth,Fort Worth NAS Jrb (Carswell Field),GA,None,267,191,39.79%
788,SW,TX,SKF,San Antonio,Kelly Field,GA,None,247,531,-53.48%
791,SW,TX,EFD,Houston,Ellington,GA,None,245,641,-61.78%
808,SW,TX,MDD,Midland,Midland Airpark,GA,None,215,12,1691.67%
822,SW,TX,EDC,Austin,Austin Executive,GA,None,188,2,9300.00%
826,SW,TX,CXO,Conroe,Conroe-North Houston Regional,GA,None,183,5,3560.00%
873,SW,TX,GKY,Arlington,Arlington Municipal,GA,None,124,23,439.13%
874,SW,TX,DTO,Denton,Denton Enterprise,GA,None,123,0,0.00%
883,SW,TX,ERV,Kerrville,Kerrville Municipal/Louis Schreiner Field,GA,None,118,36,227.78%
907,SW,TX,HBV,Hebbronville,Jim Hogg County,GA,None,104,0,0.00%
938,SW,TX,TME,Katy,Houston Executive,GA,None,86,0,0.00%
953,SW,TX,MRF,Marfa,Marfa Municipal,GA,None,79,52,51.92%
958,SW,TX,INK,Wink,Winkler County,GA,None,77,4,1825.00%
1002,SW,TX,MWL,Mineral Wells,Mineral Wells,GA,None,63,0,0.00%
1006,SW,TX,TKI,McKinney,McKinney National,GA,None,62,7,785.71%
1007,SW,TX,BKS,Falfurrias,Brooks County,GA,None,61,0,0.00%
1020,SW,TX,TPL,Temple,Draughon-Miller Central Texas Regional,GA,None,58,2,2800.00%
1037,SW,TX,RBD,Dallas,Dallas Executive,GA,None,53,0,0.00%
1047,SW,TX,BAZ,New Braunfels,New Braunfels Regional,GA,None,50,0,0.00%
1068,SW,TX,XS75,Round Mountain,West Ranch,GA,None,48,0,0.00%
1076,SW,TX,DZB,Austin,Horseshoe Bay Resort,GA,None,45,0,0.00%
1086,SW,TX,VHN,Van Horn,Culberson County,GA,None,44,4,1000.00%
1093,SW,TX,DHT,Dalhart,Dalhart Municipal,GA,None,42,0,0.00%
1102,SW,TX,GTU,Georgetown,Georgetown Municipal,GA,None,40,4,900.00%
1108,SW,TX,HDO,Hondo,South Texas Regional at Hondo,GA,None,39,0,0.00%
1116,SW,TX,ODO,Odessa,Odessa-Schlemeyer Field,GA,None,38,6,533.33%
1145,SW,TX,RKP,Rockport,Aransas County,GA,None,34,0,0.00%
1159,SW,TX,UTS,Huntsville,Huntsville Municipal,GA,None,32,0,0.00%
1181,SW,TX,PEQ,Pecos,Pecos Municipal,GA,None,28,0,0.00%
1187,SW,TX,JWY,Midlothian,Mid-Way Regional,GA,None,27,0,0.00%
1233,SW,TX,FWS,Fort Worth,Fort Worth Spinks,GA,None,23,2,1050.00%
1237,SW,TX,PWG,Waco,McGregor Executive,GA,None,23,0,0.00%
1240,SW,TX,11R,Brenham,Brenham Municipal,GA,None,22,0,0.00%
1244,SW,TX,DUX,Dumas,Moore County,GA,None,22,0,0.00%
1248,SW,TX,JCT,Junction,Kimble County,GA,None,22,0,0.00%
1250,SW,TX,LFK,Lufkin,Angelina County,GA,None,22,0,0.00%
1257,SW,TX,AXH,Houston,Houston-Southwest,GA,None,21,0,0.00%
1270,SW,TX,3T5,La Grange,Fayette Regional Air Center,GA,None,20,0,0.00%
1274,SW,TX,HYI,San Marcos,San Marcos Regional,GA,None,20,0,0.00%
1286,SW,TX,CZT,Carrizo Springs,Dimmit County,GA,None,19,0,0.00%
1289,SW,TX,IKG,Kingsville,Kleberg County,GA,None,19,0,0.00%
1298,SW,TX,SLR,Sulphur Springs,Sulphur Springs Municipal,GA,None,19,0,0.00%
1309,SW,TX,TFP,Ingleside,McCampbell-Porter,GA,None,18,0,0.00%
1336,SW,TX,GLE,Gainesville,Gainesville Municipal,GA,None,15,0,0.00%
1337,SW,TX,GLS,Galveston,Scholes International at Galveston,GA,None,15,6,150.00%
1338,SW,TX,GVT,Greenville,Majors,GA,None,15,0,0.00%
1343,SW,TX,IWS,Houston,West Houston,GA,None,15,0,0.00%
1346,SW,TX,LBX,Angleton,Texas Gulf Coast Regional,GA,None,15,50,-70.00%
1355,SW,TX,38XS,Santa Elena,San Rafael Ranch,GA,None,14,0,0.00%
1356,SW,TX,BKD,Breckenridge,Stephens County,GA,None,14,0,0.00%
1361,SW,TX,FST,Fort Stockton,Fort Stockton-Pecos County,GA,None,14,40,-65.00%
1364,SW,TX,HHF,Canadian,Hemphill County,GA,None,14,0,0.00%
1365,SW,TX,LNC,Lancaster,Lancaster Regional,GA,None,14,0,0.00%
1370,SW,TX,SEP,Stephenville,Stephenville Clark Regional,GA,None,14,0,0.00%
1385,SW,TX,PSN,Palestine,Palestine Municipal,GA,None,13,0,0.00%
1394,SW,TX,ILE,Killeen,Skylark Field,GA,None,12,0,0.00%
1405,SW,TX,BMQ,Burnet,Burnet Municipal Kate Craddock Field,GA,None,11,0,0.00%
1412,SW,TX,GYI,Grayson (County),North Texas Regional/Perrin Field,GA,None,11,0,0.00%
1430,SW,TX,HQZ,Mesquite,Mesquite Metro,GA,None,10,0,0.00%
1442,SW,TX,BBD,Brady,Curtis Field,GA,None,9,0,0.00%
1456,SW,TX,PRX,Paris,Cox Field,GA,None,9,0,0.00%
1466,SW,TX,5T9,Eagle Pass,Maverick County Memorial International,GA,None,8,0,0.00%
1468,SW,TX,ARM,Wharton,Wharton Regional,GA,None,8,0,0.00%
1469,SW,TX,BEA,Beeville,Beeville Municipal,GA,None,8,0,0.00%
1471,SW,TX,COT,Cotulla,Cotulla-La Salle County,GA,None,8,2,300.00%
1532,SW,TX,ETN,Eastland,Eastland Municipal,GA,None,6,0,0.00%
1549,SW,TX,PIL,Port Isabel,Port Isabel-Cameron County,GA,None,6,0,0.00%
1556,SW,TX,T89,Lajitas,Lajitas International,GA,None,6,0,0.00%
1582,SW,TX,JSO,Jacksonville,Cherokee County,GA,None,5,0,0.00%
1602,SW,TX,XA89,Carrizo Springs,Faith Ranch,GA,None,5,0,0.00%
1621,SW,TX,EBG,Edinburg,South Texas International at Edinburg,GA,None,4,0,0.00%
1626,SW,TX,GZN,Cisco,Gregory M Simmons Memorial,GA,None,4,0,0.00%
1653,SW,TX,TRL,Terrell,Terrell Municipal,GA,None,4,0,0.00%
1670,SW,TX,ASL,Marshall,Harrison County,GA,None,3,0,0.00%
1673,SW,TX,BPG,Big Spring,Big Spring McMahon-Wrinkle,GA,None,3,1,200.00%
1674,SW,TX,BWD,Brownwood,Brownwood Regional,GA,None,3,2,50.00%
1675,SW,TX,CDS,Childress,Childress Municipal,GA,None,3,0,0.00%
1704,SW,TX,PPA,Pampa,Perry Lefors Field,GA,None,3,0,0.00%
1720,SW,TX,UVA,Uvalde,Garner Field,GA,None,3,0,0.00%
1742,SW,TX,BMT,Beaumont,Beaumont Municipal,GA,None,2,0,0.00%
1745,SW,TX,BYY,Bay City,Bay City Regional,GA,None,2,10,-80.00%
1747,SW,TX,CPT,Cleburne,Cleburne Regional,GA,None,2,0,0.00%
1748,SW,TX,CRS,Corsicana,C David Campbell Field-Corsicana Municipal,GA,None,2,0,0.00%
1771,SW,TX,LUD,Decatur,Decatur Municipal,GA,None,2,0,0.00%
1776,SW,TX,MNZ,Hamilton,Hamilton Municipal,GA,None,2,0,0.00%
1788,SW,TX,RBO,Robstown,Nueces County,GA,None,2,0,0.00%
1795,SW,TX,SWW,Sweetwater,Avenger Field,GA,None,2,0,0.00%
1810,SW,TX,6R3,Cleveland,Cleveland Municipal,GA,None,1,0,0.00%
1858,SW,TX,PKV,Port Lavaca,Calhoun County,GA,None,1,0,0.00%
1859,SW,TX,PVW,Plainview,Hale County,GA,None,1,0,0.00%
1867,SW,TX,SNK,Snyder,Winston Field,GA,None,1,0,0.00%
1868,SW,TX,TDW,Amarillo,Tradewind,GA,None,1,0,0.00%
1873,SW,TX,XBP,Bridgeport,Bridgeport Municipal,GA,None,1,0,0.00%
23,NM,UT,SLC,Salt Lake City,Salt Lake City International,P,L,"12,226,730","11,615,954",5.26%
219,NM,UT,SGU,St. George,St George Regional,P,N,"123,060","103,569",18.82%
248,NM,UT,PVU,Provo,Provo Municipal,P,N,"80,106","91,581",-12.53%
356,NM,UT,OGD,Ogden,Ogden-Hinckley,P,N,"18,327","20,324",-9.83%
369,NM,UT,CDC,Cedar City,Cedar City Regional,P,N,"15,835","15,588",1.58%
374,NM,UT,CNY,Moab,Canyonlands Field,P,N,"14,035","10,032",39.90%
403,NM,UT,VEL,Vernal,Vernal Regional,P,N,"10,658","6,615",61.12%
276,NM,UT,ENV,Wendover,Wendover,GA,None,"52,274","49,327",5.97%
639,NM,UT,LGU,Logan,Logan-Cache,GA,None,"1,206","1,434",-15.90%
643,NM,UT,UT25,Monument Valley,Monument Valley,GA,None,"1,146","1,217",-5.83%
713,NM,UT,KNB,Kanab,Kanab Municipal,GA,None,553,471,17.41%
811,NM,UT,HCR,Heber City,Heber Valley,GA,None,209,11,1800.00%
1381,NM,UT,MLF,Milford,Milford Municipal/Ben and Judy Briscoe Field,GA,None,13,0,0.00%
1424,NM,UT,BDG,Blanding,Blanding Municipal,GA,None,10,0,0.00%
1443,NM,UT,BCE,Bryce Canyon,Bryce Canyon,GA,None,9,60,-85.00%
1726,NM,UT,36UT,Park City,Park City Regional Medical Center,GA,None,2,0,0.00%
1789,NM,UT,RIF,Richfield,Richfield Municipal,GA,None,2,0,0.00%
1820,NM,UT,BMC,Brigham City,Brigham City Regional,GA,None,1,6,-83.33%
1827,NM,UT,DTA,Delta,Delta Municipal,GA,None,1,0,0.00%
25,EA,VA,IAD,Dulles,Washington Dulles International,P,L,"11,621,623","11,024,306",5.42%
26,EA,VA,DCA,Arlington,Ronald Reagan Washington National,P,L,"11,366,771","11,506,310",-1.21%
67,EA,VA,RIC,Highland Springs,Richmond International,P,S,"2,048,691","1,822,486",12.41%
72,EA,VA,ORF,Norfolk,Norfolk International,P,S,"1,846,031","1,694,329",8.95%
155,EA,VA,CHO,Charlottesville,Charlottesville-Albemarle,P,N,"352,816","334,347",5.52%
160,EA,VA,ROA,Roanoke,Roanoke-Blacksburg Regional/Woodrum Field,P,N,"330,063","309,341",6.70%
187,EA,VA,PHF,Newport News,Newport News/Williamsburg International,P,N,"195,573","197,994",-1.22%
246,EA,VA,LYH,Timberlake,Lynchburg Regional/Preston Glenn Field,P,N,"83,392","82,489",1.09%
386,EA,VA,SHD,Weyers Cave,Shenandoah Valley Regional,P,N,"12,179","6,605",84.39%
322,EA,VA,NGU,Norfolk,Norfolk NS (Chambers Field),GA,None,"26,451","27,120",-2.47%
642,EA,VA,HEF,Manassas,Manassas Regional/Harry P Davis Field,GA,None,"1,149",737,55.90%
708,EA,VA,LFI,Hampton,Langley AFB,GA,None,564,"1,313",-57.04%
755,EA,VA,JYO,Leesburg,Leesburg Executive,GA,None,347,352,-1.42%
888,EA,VA,FCI,Chesterfield,Richmond Executive-Chesterfield County,GA,None,114,4,2750.00%
1028,EA,VA,BCB,Blacksburg,Virginia Tech/Montgomery Executive,GA,None,55,1,5400.00%
1031,EA,VA,RMN,Stafford,Stafford Regional,GA,None,55,5,1000.00%
1065,EA,VA,OFP,Ashland,Hanover County Municipal,GA,None,48,3,1500.00%
1069,EA,VA,VJI,Abingdon,Virginia Highlands,GA,None,47,0,0.00%
1095,EA,VA,OKV,Winchester,Winchester Regional,GA,None,42,4,950.00%
1149,EA,VA,DAN,Danville,Danville Regional,GA,None,33,0,0.00%
1180,EA,VA,MTV,Spencer,Blue Ridge,GA,None,28,0,0.00%
1341,EA,VA,HSP,Hot Springs,Ingalls Field,GA,None,15,5,200.00%
1362,EA,VA,FVX,Farmville,Farmville Regional,GA,None,14,0,0.00%
1446,EA,VA,CPK,Chesapeake,Chesapeake Regional,GA,None,9,0,0.00%
1513,EA,VA,PSK,Dublin,New River Valley,GA,None,7,0,0.00%
1577,EA,VA,HLX,Hillsville,Twin County,GA,None,5,0,0.00%
1584,EA,VA,MFV,Melfa,Accomack County,GA,None,5,9,-44.44%
1591,EA,VA,PVG,Chesapeake,Hampton Roads Executive,GA,None,5,0,0.00%
1622,EA,VA,EMV,Moonlight,Emporia-Greensville Regional,GA,None,4,0,0.00%
1635,EA,VA,LNP,Wise,Lonesome Pine,GA,None,4,0,0.00%
1649,EA,VA,SFQ,Suffolk,Suffolk Executive,GA,None,4,0,0.00%
1677,EA,VA,CJR,Culpeper,Culpeper Regional,GA,None,3,2,50.00%
1769,EA,VA,LKU,Louisa,Louisa County/Freeman Field,GA,None,2,30,-93.33%
1786,EA,VA,PTB,Sutherland,Dinwiddie County,GA,None,2,0,0.00%
1818,EA,VA,AVC,South Hill,Mecklenburg-Brunswick Regional,GA,None,1,0,0.00%
1871,EA,VA,W94,Williamsburg,Camp Peary Landing Strip,GA,None,1,0,0.00%
138,SO,VI,STT,Charlotte Amalie,Cyril E King,P,N,"417,871","619,729",-32.57%
184,SO,VI,STX,Christiansted,Henry E Rohlsen,P,N,"212,812","195,634",8.78%
359,SO,VI,VI32,Christiansted St Croix,Christiansted Harbor-SSB,GA,None,"17,408","21,757",-19.99%
363,SO,VI,VI22,Charlotte Amalie,Charlotte Amalie Harbor,GA,None,"17,115","21,282",-19.58%
110,NE,VT,BTV,Burlington,Burlington International,P,S,"658,879","578,014",13.99%
463,NE,VT,RUT,Rutland,Rutland - Southern Vermont Regional,CS,None,"5,554","5,024",10.55%
820,NE,VT,MVL,Morrisville,Morrisville-Stowe State,GA,None,195,219,-10.96%
993,NE,VT,MPV,Barre,Edward F Knapp State,GA,None,67,9,644.44%
1269,NE,VT,VSF,Springfield,Hartness State (Springfield),GA,None,21,0,0.00%
1320,NE,VT,4V8,West Dover,Deerfield Valley Regional,GA,None,16,16,0.00%
1523,NE,VT,6B0,Middlebury,Middlebury State,GA,None,6,0,0.00%
1530,NE,VT,DDH,Bennington,William H Morse State,GA,None,6,4,50.00%
1569,NE,VT,EFK,Newport,Northeast Kingdom International,GA,None,5,15,-66.67%
8,NM,WA,SEA,Seattle,Seattle-Tacoma International,P,L,"24,024,908","22,639,124",6.12%
71,NM,WA,GEG,Spokane,Spokane International,P,S,"1,872,781","1,698,433",10.27%
141,NM,WA,PSC,Pasco,Tri-Cities,P,N,"395,348","376,044",5.13%
147,NM,WA,BLI,Bellingham,Bellingham International,P,N,"368,186","370,022",-0.50%
259,NM,WA,YKM,Yakima,Yakima Air Terminal/McAllister Field,P,N,"69,510","71,547",-2.85%
262,NM,WA,PUW,Pullman,Pullman/Moscow Regional,P,N,"66,699","59,246",12.58%
263,NM,WA,EAT,East Wenatchee,Pangborn Memorial,P,N,"64,528","60,335",6.95%
278,NM,WA,ALW,Walla Walla,Walla Walla Regional,P,N,"49,527","49,702",-0.35%
353,NM,WA,BFI,Seattle,Boeing Field/King County International,P,N,"18,586","17,294",7.47%
379,NM,WA,FHR,Friday Harbor,Friday Harbor,P,N,"13,497","10,359",30.29%
412,NM,WA,ORS,Eastsound,Orcas Island,P,N,"10,101","7,223",39.84%
327,NM,WA,WN22,Seattle,Lake Union,GA,None,"25,079","23,169",8.24%
521,NM,WA,S60,Kenmore,Kenmore Air Harbor Inc,GA,None,"3,341","3,688",-9.41%
526,NM,WA,TCM,Tacoma,McChord Field (Joint Base Lewis-McChord),GA,None,"3,251","4,927",-34.02%
535,NM,WA,PAE,Everett,Snohomish County (Paine Field),CS,None,"3,037",623,387.48%
604,NM,WA,RNT,Renton,Renton Municipal,GA,None,"1,733","1,224",41.58%
606,NM,WA,W33,Friday Harbor,Friday Harbor,GA,None,"1,723",146,1080.14%
650,NM,WA,NUW,Oak Harbor,Whidbey Island NAS /Ault Field/,GA,None,"1,082",815,32.76%
